203,-37.78073096,144.9510874,Stainless Steel Drinking Fountain,Leaf Type_Bottle Refill Tap,102
204,-37.78197129,144.9560684,Treated Timber Drinking Fountain,Royal Park,102
205,-37.81506309,144.968992,Stainless Steel Drinking Fountain,Leaf Type,1
206,-37.82601912,144.968213,Stainless Steel Drinking Fountain,Leaf Type_Grant Street Reserve,6
207,-37.82449322,144.9456981,Stainless Steel Drinking Fountain,Leaf Type,7
208,-37.81803794,144.9566253,Stainless Steel Drinking Fountain,Leaf Type_Bottle Refill Tap,1
209,-37.81358697,144.9803405,With Bottle Refill Tap_Fitzroy Gardens,Leaf Type,2
210,-37.81232315,144.988933,Stainless Steel Drinking Fountain,Leaf Type_Bottle Refill Tap,2
211,-37.82122088,144.9441853,Stainless Steel Drinking Fountain,Old Docklands Type,7
212,-37.84059103,144.984202,Stainless Steel Drinking Fountain,Leaf Type_Fawkner Park,234
213,-37.82012802,144.9448455,Historic or Heritage Drinking Fountains,Victoria Green,7
214,-37.79376491,144.9702408,Stainless Steel Drinking Fountain,Leaf Type_Reeves Street Park,103
215,-37.79559474,144.9691367,Stainless Steel Drinking Fountain,Leaf Type_Neill Street Reserve,103
216,-37.79622591,144.9267532,Historic or Heritage Drinking Fountains,Warun Biik Park,59
217,-37.79690983,144.9388702,Dog Bowl _Clayton Reserve,Leaf Type,101
218,-37.79206873,144.9297514,Drinking Fountain,Type 1,59
219,-37.7912513,144.9314758,Drinking Fountain,Type 1,59
220,-37.81636425,144.9553989,Stainless Steel Drinking Fountain,Leaf Type_Bottle Refill Tap,1
221,-37.82099191,144.9617424,Stainless Steel Drinking Fountain,Leaf Type_Bottle Refill Tap,6
222,-37.79686728,144.9520465,Treated Timber Drinking Fountain,Ievers Reserve,102
223,-37.81714667,144.9341036,Stainless Steel Drinking Fountain,Leaf Type_Ron Barassi Senior Park,7
224,-37.80774275,144.9630865,Stainless Steel Drinking Fountain,Leaf Type_Bottle Refill Tap,1
225,-37.82139166,144.9453678,Stainless Steel Drinking Fountain,Leaf Type,7
226,-37.8033711,144.966364,Stainless Steel Drinking Fountain,Leaf Type_Bottle Refill Tap,103
227,-37.81389218,144.9641121,Stainless Steel Drinking Fountain,Leaf Type,1
228,-37.82034343,144.9403191,Stainless Steel Drinking Fountain,Leaf Type,7
229,-37.81370589,144.9749027,Stainless Steel Drinking Fountain,Leaf Type_Bottle Refill Tap,2
230,-37.832498,144.9728589,Historic or Heritage Drinking Fountains,Shrine Gardens,341
231,-37.820725,144.9706804,Stainless Steel Drinking Fountain,Leaf Type_Alexandra Gardens,4
232,-37.77712489,144.9515067,Treated Timber Drinking Fountain,Royal Park,107
233,-37.80633684,144.9590745,Stainless Steel Drinking Fountain,Leaf Type,1
234,-37.81877098,144.9740816,Treated Timber Drinking Fountain,Birrarung Marr,1
235,-37.82325678,144.9417699,Stainless Steel Drinking Fountain,Leaf Type_Bottle Refill Tap,7
236,-37.81428679,144.944819,Stainless Steel Drinking Fountain,Leaf Type,7
237,-37.78606714,144.9630699,Stainless Steel Drinking Fountain,Leaf Type_Bottle Refill Tap,104
238,-37.81437202,144.9661333,Stainless Steel Drinking Fountain,Leaf Type_Bottle Refill Tap,1
239,-37.78098686,144.9624565,Stainless Steel Drinking Fountain,Leaf Type_Princes Park,105
240,-37.81342795,144.9427742,Stainless Steel Drinking Fountain,Old Docklands Type,7
241,-37.78468826,144.9603937,Treated Timber Drinking Fountain,Princes Park,104
242,-37.79515818,144.9710381,Drinking Fountain,Type 1,103
243,-37.78858108,144.9262313,Drinking Fountain,Type 2_Stock Route Reserve (KENSINGTON),59
244,-37.81840304,144.9788593,Drinking Fountain,Monument Style Type 3,2
245,-37.8164909,144.9851575,Stainless Steel Drinking Fountain,Leaf Type_Bottle Refill Tap,2
246,-37.82087797,144.972932,Stainless Steel Drinking Fountain,Leaf Type_Alexandra Gardens,4
247,-37.83863314,144.9780594,Dog Bowl _Fawkner Park,Leaf Type,4
248,-37.81367564,144.9826852,Treated Timber Drinking Fountain,Fitzroy Gardens,2
249,-37.80603705,144.95639,Drinking Fountain,Type 1,1
250,-37.82018203,144.9606079,Drinking Fountain,Type 1,1
251,-37.79407413,144.930829,Stainless Steel Drinking Fountain,Leaf Type_Eastwood and Rankins Park,59
252,-37.79775185,144.9674474,Drinking Fountain,Lygon St Type,103
253,-37.80201371,144.9578323,Stainless Steel Drinking Fountain,Leaf Type,1
254,-37.78866797,144.9624617,Treated Timber Drinking Fountain,Princes Park,104
255,-37.80786392,144.9610743,Stainless Steel Drinking Fountain,Leaf Type,1
256,-37.84521416,144.9825614,Concrete Drinking Fountain,NA,4
257,-37.79899462,144.9433861,Treated Timber Drinking Fountain,Gardiner Reserve,101
258,-37.81030305,144.9786636,With Bottle Refill Tap_Fitzroy Gardens,Leaf Type,2
259,-37.81607984,144.938627,Stainless Steel Drinking Fountain,Leaf Type,7
260,-37.81553989,144.9583664,Stainless Steel Drinking Fountain,Leaf Type_Bottle Refill Tap,1
261,-37.82939489,144.9740264,Stainless Steel Drinking Fountain,Leaf Type_Shrine of Remembrance Reserve,4
262,-37.78516928,144.962996,Drinking Fountain,Type 2_Princes Park,105
263,-37.81328717,144.9892412,Stainless Steel Drinking Fountain,Leaf Type,2
264,-37.80262122,144.965638,Stainless Steel Drinking Fountain,Leaf Type_Argyle Square,103
265,-37.80530265,144.9695583,Stainless Steel Drinking Fountain,Leaf Type_Bottle Refill Tap,103
266,-37.81544772,144.967055,Stainless Steel Drinking Fountain,Leaf Type,1
